pm2.5,pm10,so2,no2,co,dewp,wspm,label
183.0,240.0,10.0,95.0,1800.0,28.5,0.1,4.0
182.0,268.0,11.0,136.0,1900.0,27.8,0.9,4.0
177.0,241.0,11.0,127.0,2400.0,27.5,1.3,4.0
187.0,226.0,11.0,120.0,3300.0,27.8,1.0,4.0
185.0,233.0,11.0,103.0,1700.0,27.8,0.9,4.0
177.0,228.0,13.0,98.0,1700.0,27.8,0.5,4.0
155.0,168.0,13.0,87.0,1600.0,27.8,1.0,4.0
182.0,195.0,13.0,82.0,1700.0,27.6,1.3,4.0
158.0,171.0,13.0,72.0,1600.0,26.8,0.7,4.0
181.0,171.0,12.0,64.0,1300.0,25.7,0.0,4.0
111.0,111.0,12.0,74.0,900.0,21.7,0.8,3.0
39.0,39.0,10.0,93.0,500.0,17.8,1.3,2.0
24.0,24.0,17.0,72.0,400.0,15.8,2.5,1.0
18.0,18.0,16.0,50.0,300.0,16.6,1.8,1.0
19.0,41.0,19.0,46.0,400.0,18.0,0.8,1.0
19.0,45.0,22.0,41.0,400.0,15.8,1.5,1.0
25.0,53.0,18.0,40.0,400.0,13.6,2.2,1.0
23.0,80.0,17.0,40.0,600.0,13.9,2.1,1.0
32.0,84.0,19.0,36.0,400.0,15.2,1.4,1.0
32.0,84.0,19.0,36.0,400.0,13.8,3.3,1.0
25.0,94.0,6.0,20.0,300.0,14.3,3.6,1.0
26.0,80.0,10.0,21.0,300.0,14.7,2.3,1.0
20.0,57.0,11.0,22.0,300.0,14.4,1.7,1.0
17.0,46.0,9.0,19.0,300.0,14.3,1.2,1.0
13.0,33.0,8.0,21.0,400.0,12.5,1.8,1.0
10.0,18.0,7.0,28.0,400.0,12.8,0.9,1.0
11.0,32.0,6.0,41.0,500.0,15.6,0.8,1.0
14.0,33.0,5.0,46.0,400.0,16.5,0.4,1.0
12.0,21.0,4.0,41.0,400.0,15.2,0.0,1.0
14.0,39.0,5.0,67.0,400.0,13.4,0.9,1.0
20.0,46.0,5.0,76.0,400.0,15.2,1.4,1.0
15.0,20.0,5.0,53.0,300.0,14.1,0.7,1.0
10.0,24.0,4.0,35.0,300.0,14.0,1.9,1.0
9.0,20.0,4.0,36.0,300.0,14.7,1.3,0.0
10.0,14.0,5.0,33.0,300.0,16.1,0.6,1.0
4.0,18.0,6.0,33.0,200.0,16.8,0.2,0.0
8.0,14.0,3.0,50.0,400.0,16.1,1.1,0.0
15.0,36.0,6.0,70.0,900.0,17.1,1.6,1.0
14.0,56.0,5.0,62.0,400.0,17.6,1.1,1.0
15.0,40.0,8.0,44.0,500.0,16.3,1.5,1.0
12.0,45.0,7.0,40.0,500.0,15.2,2.7,1.0
6.0,33.0,7.0,31.0,500.0,13.9,3.3,0.0
13.0,33.0,5.0,24.0,400.0,13.5,3.1,1.0
5.0,5.0,4.0,16.0,400.0,13.9,2.9,0.0
3.0,6.0,5.0,17.0,400.0,13.7,2.9,0.0
3.0,23.0,7.0,21.0,400.0,13.8,2.3,1.0
8.0,10.0,6.0,17.0,400.0,15.6,1.4,1.0
10.0,10.0,7.0,16.0,400.0,14.1,1.4,1.0
13.0,22.0,8.0,20.0,400.0,19.5,2.1,1.0
13.0,51.0,7.0,26.0,400.0,17.5,2.1,1.0
20.0,72.0,5.0,43.0,400.0,18.0,0.9,1.0
21.0,45.0,5.0,48.0,500.0,19.2,0.4,1.0
24.0,75.0,5.0,51.0,500.0,20.4,0.6,1.0
25.0,58.0,6.0,70.0,500.0,20.3,0.5,1.0
27.0,95.0,6.0,84.0,600.0,19.3,0.5,1.0
30.0,110.0,6.0,103.0,600.0,19.7,0.9,1.0
34.0,63.0,6.0,117.0,600.0,19.5,0.5,1.0
28.0,39.0,7.0,116.0,500.0,18.6,1.2,1.0
25.0,63.0,6.0,110.0,500.0,18.1,1.2,1.0
23.0,41.0,5.0,102.0,400.0,17.8,0.9,1.0
19.0,37.0,6.0,94.0,400.0,17.9,0.6,1.0
19.0,19.0,6.0,78.0,500.0,17.9,0.6,1.0
23.0,56.0,5.0,64.0,900.0,17.0,1.4,1.0
18.0,54.0,6.0,55.0,700.0,16.7,1.2,1.0
20.0,60.0,6.0,48.0,400.0,16.4,1.2,1.0
17.0,36.0,5.0,45.0,500.0,15.8,1.1,1.0
17.0,36.0,5.0,45.0,500.0,15.0,2.0,1.0
10.0,30.0,6.0,36.0,400.0,13.7,1.6,1.0
18.0,29.0,5.0,33.0,400.0,10.7,1.1,1.0
12.0,29.0,4.0,21.0,400.0,12.8,1.1,1.0
12.0,12.0,4.0,21.0,300.0,11.7,1.3,1.0
9.0,37.0,5.0,13.0,300.0,13.5,1.1,1.0
10.0,23.0,6.0,22.0,400.0,19.2,0.8,1.0
10.0,34.0,5.0,32.0,400.0,16.8,1.6,1.0
26.0,102.0,7.0,66.0,600.0,16.9,1.9,1.0
27.0,69.0,7.0,47.0,500.0,18.0,2.1,1.0
27.0,48.0,7.0,53.0,600.0,20.0,0.4,1.0
27.0,84.0,8.0,53.0,700.0,19.4,0.7,1.0
33.0,98.0,7.0,72.0,700.0,20.4,0.2,1.0
32.0,119.0,7.0,66.0,600.0,19.9,0.6,1.0
36.0,77.0,9.0,68.0,700.0,19.6,0.1,2.0
58.0,124.0,13.0,72.0,900.0,18.3,1.0,3.0
65.0,135.0,16.0,38.0,1000.0,18.2,0.9,3.0
68.0,116.0,15.0,47.0,1000.0,18.8,1.4,3.0
59.0,166.0,12.0,95.0,800.0,19.2,1.6,3.0
55.0,160.0,10.0,90.0,1000.0,19.5,1.1,2.0
84.0,176.0,10.0,100.0,1200.0,20.7,1.9,3.0
131.0,253.0,16.0,113.0,1800.0,21.7,1.0,4.0
160.0,211.0,20.0,103.0,2000.0,21.7,1.7,4.0
161.0,181.0,27.0,84.0,1900.0,21.9,1.2,4.0
153.0,179.0,29.0,75.0,1800.0,22.2,1.4,4.0
143.0,184.0,28.0,72.0,1800.0,21.6,0.6,4.0
135.0,160.0,27.0,56.0,1700.0,21.2,1.8,4.0
89.0,160.0,18.0,40.0,1000.0,20.7,2.0,3.0
54.0,67.0,12.0,30.0,700.0,22.3,1.5,2.0
61.0,79.0,15.0,32.0,700.0,23.8,1.3,3.0
88.0,238.0,12.0,60.0,1100.0,23.9,1.4,3.0
95.0,104.0,11.0,63.0,1200.0,23.6,1.0,3.0
113.0,141.0,9.0,69.0,1300.0,23.6,0.4,3.0
105.0,141.0,9.0,63.0,1400.0,23.6,0.1,3.0
111.0,111.0,5.0,61.0,1300.0,23.8,0.6,3.0
91.0,111.0,5.0,58.0,1100.0,23.3,1.2,3.0
82.0,107.0,5.0,83.0,1300.0,23.9,0.0,3.0
114.0,118.0,6.0,70.0,1200.0,23.5,0.7,3.0
143.0,118.0,6.0,80.0,1300.0,23.5,1.0,4.0
144.0,99.0,6.0,75.0,1400.0,23.2,0.9,4.0
135.0,69.0,4.0,39.0,1400.0,23.2,0.8,4.0
141.0,70.0,6.0,39.0,1100.0,23.1,0.6,4.0
136.0,84.0,3.0,63.0,1200.0,23.1,1.0,4.0
130.0,51.0,5.0,52.0,1100.0,22.8,1.1,4.0
102.0,104.0,5.0,55.0,1100.0,23.1,1.2,3.0
102.0,104.0,5.0,55.0,1100.0,22.8,0.4,3.0
132.0,62.0,6.0,49.0,1100.0,22.5,0.7,4.0
134.0,99.0,7.0,64.0,1300.0,22.3,1.1,4.0
131.0,67.0,6.0,64.0,1100.0,22.5,1.6,4.0
123.0,50.0,7.0,59.0,1100.0,21.7,2.6,3.0
99.0,108.0,7.0,65.0,1200.0,21.1,2.8,3.0
121.0,108.0,8.0,61.0,1100.0,20.2,3.0,3.0
84.0,42.0,10.0,38.0,800.0,19.8,1.8,3.0
72.0,35.0,11.0,32.0,700.0,20.3,3.0,3.0
47.0,52.0,15.0,36.0,700.0,19.4,2.3,2.0
75.0,93.0,17.0,37.0,700.0,20.6,2.1,3.0
53.0,53.0,18.0,40.0,700.0,20.3,1.3,2.0
73.0,112.0,16.0,46.0,700.0,21.0,1.4,3.0
81.0,146.0,12.0,49.0,700.0,21.5,0.1,3.0
93.0,125.0,11.0,58.0,800.0,21.5,0.6,3.0
99.0,145.0,7.0,90.0,1000.0,21.5,0.0,3.0
111.0,140.0,4.0,98.0,1100.0,21.2,0.6,3.0
111.0,140.0,4.0,98.0,1100.0,20.8,0.8,3.0
114.0,120.0,7.0,95.0,1000.0,20.7,1.1,3.0
117.0,161.0,6.0,106.0,1000.0,20.4,1.7,3.0
130.0,187.0,7.0,94.0,1000.0,20.6,0.8,4.0
131.0,147.0,6.0,82.0,1000.0,20.7,0.7,4.0
117.0,123.0,6.0,76.0,900.0,21.1,1.0,3.0
133.0,123.0,7.0,71.0,1000.0,21.5,1.1,4.0
109.0,118.0,8.0,77.0,900.0,21.8,0.9,3.0
127.0,143.0,8.0,94.0,1000.0,21.8,0.9,4.0
127.0,142.0,6.0,89.0,1200.0,22.8,0.1,4.0
127.0,142.0,6.0,89.0,1200.0,21.6,1.1,4.0
74.0,233.0,7.0,102.0,1200.0,22.5,0.6,3.0
120.0,177.0,1.0,91.0,1200.0,22.2,0.8,3.0
130.0,173.0,4.0,83.0,1200.0,22.9,0.0,4.0
119.0,138.0,5.0,83.0,1300.0,21.9,1.5,3.0
125.0,137.0,5.0,102.0,1400.0,21.9,1.3,3.0
115.0,139.0,5.0,114.0,1300.0,21.9,1.3,3.0
113.0,133.0,6.0,123.0,1300.0,22.2,0.0,3.0
108.0,133.0,5.0,131.0,1200.0,22.5,0.0,3.0
111.0,136.0,4.0,125.0,1200.0,22.5,0.1,3.0
118.0,166.0,4.0,135.0,1500.0,22.3,0.6,3.0
129.0,177.0,3.0,171.0,1600.0,21.8,0.6,4.0
115.0,145.0,5.0,139.0,1300.0,21.8,1.0,3.0
115.0,145.0,5.0,139.0,1100.0,21.6,0.5,3.0
99.0,146.0,5.0,89.0,1100.0,21.8,0.1,3.0
104.0,155.0,6.0,85.0,1300.0,21.7,0.0,3.0
114.0,157.0,6.0,80.0,1500.0,21.9,0.0,3.0
97.0,157.0,4.0,72.0,1400.0,21.8,1.0,3.0
79.0,81.0,4.0,62.0,800.0,21.3,1.2,3.0
98.0,112.0,4.0,65.0,900.0,21.4,0.9,3.0
98.0,112.0,4.0,65.0,800.0,20.8,0.8,3.0
81.0,90.0,5.0,56.0,900.0,21.0,1.3,3.0
85.0,109.0,5.0,62.0,1100.0,21.0,1.8,3.0
71.0,105.0,11.0,69.0,1200.0,19.4,1.2,3.0
62.0,107.0,17.0,71.0,900.0,16.2,1.4,3.0
62.0,75.0,17.0,71.0,700.0,12.3,2.2,3.0
20.0,23.0,12.0,29.0,600.0,16.0,1.5,1.0
13.0,50.0,5.0,22.0,500.0,13.3,1.4,1.0
5.0,9.0,6.0,22.0,400.0,13.6,1.5,1.0
12.0,16.0,8.0,21.0,400.0,14.4,1.3,1.0
16.0,16.0,7.0,26.0,600.0,20.0,0.4,1.0
14.0,26.0,6.0,40.0,800.0,16.9,1.1,1.0
18.0,49.0,3.0,64.0,500.0,17.1,0.7,1.0
20.0,50.0,3.0,74.0,600.0,18.3,0.2,1.0
28.0,77.0,4.0,109.0,700.0,18.4,0.6,1.0
32.0,82.0,4.0,129.0,700.0,18.2,0.2,1.0
38.0,101.0,6.0,143.0,900.0,18.8,0.2,2.0
44.0,137.0,7.0,142.0,1000.0,18.9,0.0,2.0
48.0,104.0,9.0,143.0,1100.0,18.1,1.8,2.0
71.0,197.0,9.0,108.0,1100.0,18.2,1.4,3.0
59.0,155.0,10.0,75.0,1100.0,18.3,0.6,3.0
40.0,99.0,9.0,75.0,600.0,18.3,0.8,2.0
34.0,59.0,7.0,73.0,600.0,18.7,1.0,1.0
30.0,55.0,6.0,71.0,600.0,18.4,1.5,1.0
30.0,68.0,7.0,86.0,700.0,18.2,2.1,1.0
33.0,76.0,7.0,87.0,600.0,18.7,0.7,1.0
38.0,117.0,8.0,88.0,700.0,17.3,0.8,2.0
30.0,102.0,7.0,63.0,700.0,16.9,1.6,1.0
24.0,53.0,9.0,42.0,600.0,17.4,1.0,1.0
22.0,26.0,6.0,29.0,500.0,13.9,1.2,1.0
21.0,37.0,6.0,31.0,500.0,11.9,1.9,1.0
13.0,14.0,5.0,23.0,400.0,13.0,1.1,1.0
12.0,14.0,4.0,20.0,300.0,13.3,1.8,1.0
12.0,25.0,7.0,22.0,300.0,13.8,0.6,1.0
14.0,26.0,8.0,28.0,400.0,14.5,0.1,1.0
14.0,20.0,5.0,43.0,400.0,16.7,1.9,1.0
27.0,99.0,7.0,65.0,600.0,18.4,0.4,1.0
42.0,104.0,7.0,71.0,700.0,18.8,0.5,2.0
47.0,105.0,6.0,84.0,800.0,19.4,0.0,2.0
47.0,117.0,6.0,139.0,900.0,19.9,0.1,2.0
52.0,166.0,6.0,143.0,1000.0,17.4,0.7,2.0
57.0,166.0,7.0,148.0,1000.0,17.1,0.4,3.0
44.0,124.0,7.0,106.0,700.0,17.4,0.0,2.0
47.0,132.0,8.0,106.0,800.0,16.7,0.7,2.0
47.0,123.0,8.0,101.0,700.0,16.8,0.7,2.0
35.0,84.0,7.0,86.0,500.0,17.3,0.7,1.0
32.0,86.0,6.0,88.0,600.0,17.0,0.9,1.0
30.0,66.0,6.0,93.0,500.0,18.2,0.9,1.0
29.0,73.0,6.0,90.0,500.0,18.1,1.4,1.0
32.0,78.0,7.0,82.0,500.0,18.3,0.6,1.0
33.0,110.0,7.0,66.0,500.0,17.6,0.8,1.0
29.0,82.0,7.0,55.0,500.0,16.7,1.1,1.0
33.0,78.0,8.0,47.0,600.0,16.3,1.2,1.0
32.0,61.0,8.0,45.0,600.0,17.3,1.8,1.0
35.0,58.0,8.0,41.0,600.0,15.8,2.6,1.0
34.0,64.0,9.0,44.0,600.0,15.0,2.9,1.0
39.0,95.0,11.0,42.0,600.0,15.0,4.0,2.0
36.0,80.0,10.0,39.0,500.0,15.8,2.0,2.0
33.0,70.0,10.0,49.0,500.0,14.9,3.2,1.0
41.0,86.0,9.0,44.0,500.0,17.6,3.2,2.0
34.0,86.0,8.0,46.0,500.0,18.3,2.8,1.0
33.0,100.0,8.0,49.0,600.0,19.1,2.1,1.0
35.0,82.0,9.0,45.0,600.0,19.0,2.3,1.0
37.0,86.0,10.0,48.0,600.0,19.4,1.1,2.0
41.0,96.0,12.0,56.0,600.0,20.0,1.3,2.0
46.0,100.0,13.0,69.0,700.0,20.3,0.7,2.0
47.0,119.0,11.0,81.0,700.0,19.1,1.0,2.0
52.0,127.0,8.0,110.0,800.0,19.1,1.4,2.0
57.0,141.0,7.0,110.0,700.0,19.1,0.9,3.0
70.0,130.0,7.0,90.0,700.0,18.5,1.1,3.0
62.0,104.0,9.0,71.0,600.0,18.4,0.9,3.0
51.0,91.0,9.0,65.0,600.0,18.9,1.0,2.0
52.0,102.0,8.0,102.0,700.0,18.2,2.5,2.0
44.0,100.0,7.0,102.0,700.0,18.2,1.0,2.0
37.0,119.0,8.0,72.0,600.0,16.8,1.5,2.0
34.0,82.0,7.0,55.0,500.0,15.8,2.3,1.0
23.0,37.0,7.0,40.0,400.0,12.3,1.9,1.0
18.0,37.0,7.0,31.0,300.0,13.0,1.1,1.0
11.0,12.0,6.0,27.0,300.0,14.5,1.2,1.0
11.0,36.0,6.0,25.0,300.0,15.4,2.9,1.0
26.0,64.0,11.0,32.0,400.0,16.3,1.7,1.0
30.0,74.0,14.0,42.0,600.0,18.0,0.9,1.0
54.0,118.0,28.0,60.0,1500.0,17.6,1.8,2.0
94.0,193.0,40.0,62.0,2300.0,18.4,2.5,3.0
122.0,213.0,26.0,67.0,1800.0,21.5,2.4,3.0
96.0,186.0,16.0,63.0,1200.0,21.7,1.4,3.0
82.0,146.0,13.0,59.0,1000.0,21.7,1.3,3.0
70.0,109.0,12.0,54.0,900.0,21.5,1.4,3.0
62.0,99.0,10.0,50.0,800.0,21.4,1.3,3.0
60.0,86.0,14.0,54.0,800.0,20.9,2.3,3.0
62.0,83.0,15.0,51.0,800.0,21.1,0.6,3.0
58.0,59.0,15.0,38.0,700.0,20.6,1.1,3.0
40.0,40.0,6.0,30.0,700.0,20.0,1.4,2.0
39.0,42.0,7.0,30.0,800.0,19.9,0.7,2.0
45.0,52.0,7.0,45.0,1100.0,20.2,0.8,2.0
46.0,49.0,10.0,50.0,1300.0,20.2,1.4,2.0
46.0,49.0,10.0,50.0,1400.0,20.0,1.4,2.0
50.0,62.0,12.0,73.0,1600.0,20.0,1.0,2.0
53.0,86.0,16.0,78.0,1800.0,19.7,1.7,2.0
57.0,101.0,17.0,74.0,1800.0,20.4,1.2,3.0
65.0,103.0,16.0,79.0,1900.0,20.4,1.1,3.0
75.0,139.0,14.0,82.0,1900.0,20.3,1.1,3.0
79.0,124.0,10.0,84.0,1800.0,20.7,1.5,3.0
88.0,121.0,12.0,82.0,1800.0,20.5,1.9,3.0
88.0,124.0,13.0,89.0,1800.0,20.8,1.6,3.0
80.0,126.0,16.0,85.0,1900.0,21.0,1.4,3.0
80.0,126.0,16.0,85.0,2000.0,21.1,1.4,3.0
73.0,124.0,13.0,85.0,2000.0,20.8,1.2,3.0
69.0,116.0,11.0,87.0,1400.0,21.0,1.3,3.0
52.0,60.0,7.0,66.0,600.0,22.2,1.8,2.0
44.0,60.0,6.0,57.0,600.0,21.8,0.7,2.0
48.0,60.0,6.0,55.0,500.0,21.6,1.0,2.0
40.0,55.0,10.0,56.0,500.0,21.6,1.3,2.0
29.0,34.0,8.0,52.0,500.0,21.2,1.0,1.0
22.0,31.0,8.0,48.0,500.0,21.0,1.8,1.0
21.0,23.0,7.0,49.0,500.0,21.4,1.1,1.0
23.0,36.0,6.0,51.0,600.0,21.5,1.4,1.0
30.0,36.0,4.0,48.0,1100.0,21.5,2.0,1.0
54.0,36.0,2.0,45.0,800.0,22.0,0.8,2.0
55.0,39.0,2.0,41.0,700.0,22.0,0.4,2.0
48.0,22.0,3.0,58.0,1600.0,22.1,0.4,2.0
52.0,29.0,4.0,65.0,2100.0,22.1,1.2,2.0
52.0,30.0,4.0,69.0,2600.0,22.1,0.8,2.0
64.0,40.0,6.0,70.0,3300.0,22.2,0.9,3.0
67.0,79.0,6.0,70.0,3000.0,22.6,0.9,3.0
106.0,79.0,4.0,62.0,2600.0,22.4,0.7,3.0
101.0,72.0,7.0,57.0,2100.0,22.3,0.5,3.0
89.0,51.0,8.0,55.0,2000.0,22.2,0.6,3.0
89.0,55.0,8.0,55.0,2000.0,23.0,1.5,3.0
79.0,79.0,9.0,60.0,2000.0,22.4,0.8,3.0
19.0,32.0,8.0,60.0,2200.0,22.5,1.1,1.0
72.0,82.0,8.0,60.0,2100.0,22.6,0.7,3.0
69.0,72.0,8.0,60.0,2000.0,22.1,0.6,3.0
67.0,78.0,6.0,60.0,2200.0,22.4,0.6,3.0
86.0,96.0,6.0,60.0,2300.0,22.5,1.0,3.0
95.0,101.0,6.0,60.0,2400.0,21.9,0.0,3.0
86.0,105.0,6.0,60.0,2200.0,22.3,0.2,3.0
89.0,102.0,3.0,60.0,2300.0,22.1,0.2,3.0
107.0,102.0,4.0,60.0,2300.0,21.9,0.6,3.0
116.0,132.0,5.0,60.0,2400.0,21.6,0.4,3.0
95.0,97.0,6.0,60.0,2300.0,12.5,1.8,3.0
80.0,97.0,6.0,60.0,1400.0,11.2,2.4,3.0
32.0,32.0,4.0,60.0,700.0,9.5,2.6,1.0
14.0,46.0,5.0,60.0,200.0,10.2,1.5,1.0
12.0,50.0,5.0,60.0,200.0,11.8,2.5,1.0
11.0,63.0,3.0,60.0,200.0,11.8,3.6,1.0
11.0,48.0,4.0,60.0,200.0,11.7,4.4,1.0
7.0,42.0,5.0,60.0,200.0,11.3,5.1,0.0
6.0,36.0,2.0,20.0,200.0,10.7,3.2,0.0
3.0,27.0,1.0,18.0,200.0,10.9,3.0,0.0
6.0,25.0,1.0,17.0,200.0,11.0,3.1,0.0
5.0,17.0,3.0,17.0,200.0,10.3,3.7,0.0
7.0,16.0,3.0,15.0,200.0,9.9,4.9,0.0
10.0,17.0,2.0,16.0,200.0,9.9,4.8,1.0
5.0,18.0,1.0,17.0,200.0,10.2,3.6,0.0
4.0,21.0,2.0,20.0,200.0,10.8,1.8,0.0
7.0,20.0,3.0,25.0,200.0,11.9,1.2,0.0
12.0,28.0,4.0,36.0,200.0,12.0,1.5,1.0
11.0,40.0,6.0,50.0,400.0,12.7,1.5,1.0
11.0,46.0,6.0,46.0,400.0,12.7,2.2,1.0
12.0,44.0,6.0,49.0,400.0,13.1,2.0,1.0
11.0,35.0,2.0,36.0,200.0,13.8,1.7,1.0
5.0,21.0,2.0,23.0,200.0,13.5,2.5,0.0
3.0,12.0,3.0,22.0,200.0,12.5,1.7,0.0
4.0,10.0,1.0,19.0,100.0,13.5,2.0,0.0
3.0,6.0,3.0,19.0,100.0,14.2,1.0,0.0
4.0,6.0,1.0,20.0,200.0,13.3,0.9,0.0
6.0,25.0,1.0,37.0,200.0,13.5,1.2,0.0
10.0,22.0,2.0,40.0,300.0,12.7,1.8,1.0
7.0,19.0,2.0,35.0,300.0,11.3,3.1,0.0
6.0,16.0,1.0,26.0,300.0,11.1,2.2,0.0
5.0,16.0,1.0,17.0,200.0,9.3,3.0,0.0
3.0,6.0,1.0,17.0,200.0,9.5,2.5,0.0
3.0,6.0,1.0,15.0,200.0,11.0,2.4,0.0
5.0,12.0,1.0,14.0,200.0,8.8,2.0,0.0
7.0,12.0,1.0,16.0,200.0,9.2,1.8,0.0
3.0,3.0,2.0,18.0,200.0,9.1,1.8,0.0
5.0,10.0,2.0,15.0,200.0,7.7,2.2,0.0
8.0,14.0,4.0,19.0,200.0,11.5,1.0,0.0
10.0,13.0,5.0,21.0,300.0,13.3,0.0,1.0
11.0,19.0,4.0,28.0,300.0,13.1,0.0,1.0
16.0,55.0,4.0,64.0,500.0,14.6,0.7,1.0
25.0,94.0,4.0,87.0,600.0,14.9,0.0,1.0
22.0,71.0,2.0,73.0,500.0,13.5,0.0,1.0
25.0,86.0,4.0,82.0,500.0,13.4,0.6,1.0
30.0,93.0,6.0,77.0,600.0,13.2,0.0,1.0
22.0,55.0,6.0,66.0,500.0,14.0,0.7,1.0
22.0,65.0,7.0,59.0,600.0,13.4,0.5,1.0
25.0,68.0,6.0,56.0,600.0,12.8,0.6,1.0
22.0,56.0,6.0,54.0,500.0,12.4,0.0,1.0
18.0,51.0,6.0,55.0,200.0,12.2,0.5,1.0
15.0,46.0,5.0,51.0,400.0,12.4,1.0,1.0
21.0,53.0,6.0,45.0,500.0,12.0,1.5,1.0
21.0,56.0,11.0,46.0,400.0,11.5,1.4,1.0
21.0,68.0,17.0,46.0,500.0,11.1,2.3,1.0
17.0,36.0,16.0,36.0,500.0,11.5,1.7,1.0
9.0,21.0,12.0,27.0,400.0,10.7,0.7,0.0
4.0,6.0,7.0,19.0,300.0,9.2,2.5,0.0
8.0,24.0,6.0,20.0,300.0,11.2,2.6,0.0
8.0,20.0,4.0,20.0,300.0,11.0,2.8,0.0
12.0,28.0,4.0,20.0,200.0,10.9,3.9,1.0
11.0,17.0,3.0,25.0,300.0,11.4,2.2,1.0
15.0,47.0,3.0,32.0,200.0,10.0,2.4,1.0
12.0,30.0,3.0,26.0,200.0,10.7,1.6,1.0
11.0,34.0,2.0,31.0,200.0,13.2,1.5,1.0
13.0,44.0,2.0,37.0,300.0,13.2,0.5,1.0
14.0,51.0,2.0,50.0,300.0,13.8,1.0,1.0
15.0,57.0,2.0,65.0,300.0,13.9,1.1,1.0
23.0,108.0,5.0,86.0,600.0,14.0,1.5,1.0
46.0,165.0,8.0,89.0,700.0,15.6,1.3,2.0
55.0,124.0,7.0,69.0,1000.0,15.5,1.6,2.0
62.0,106.0,10.0,63.0,1400.0,15.2,1.5,3.0
43.0,90.0,10.0,58.0,1200.0,15.2,0.7,2.0
32.0,73.0,11.0,61.0,1100.0,14.9,1.2,1.0
28.0,74.0,11.0,54.0,1000.0,14.8,1.2,1.0
38.0,89.0,7.0,55.0,900.0,14.9,1.6,2.0
38.0,88.0,8.0,59.0,900.0,15.1,1.9,2.0
41.0,104.0,10.0,55.0,1000.0,15.2,1.9,2.0
39.0,83.0,12.0,41.0,900.0,15.5,1.7,2.0
32.0,73.0,14.0,35.0,700.0,15.5,1.9,1.0
34.0,69.0,13.0,29.0,600.0,14.8,2.0,1.0
30.0,56.0,14.0,26.0,600.0,14.1,1.5,1.0
26.0,47.0,13.0,26.0,600.0,13.8,2.5,1.0
30.0,51.0,13.0,33.0,600.0,14.1,0.8,1.0
34.0,63.0,12.0,39.0,700.0,13.9,1.6,1.0
46.0,79.0,12.0,46.0,800.0,14.6,1.2,2.0
43.0,97.0,11.0,47.0,900.0,14.9,0.8,2.0
43.0,103.0,11.0,53.0,1100.0,15.2,1.0,2.0
53.0,109.0,12.0,53.0,800.0,15.4,1.0,2.0
58.0,125.0,12.0,56.0,900.0,16.2,1.9,3.0
58.0,112.0,9.0,63.0,800.0,16.6,0.8,3.0
55.0,102.0,7.0,50.0,700.0,16.3,0.5,2.0
48.0,102.0,6.0,51.0,700.0,16.4,1.0,2.0
49.0,54.0,6.0,63.0,700.0,16.1,0.6,2.0
59.0,87.0,6.0,90.0,700.0,16.2,1.0,3.0
62.0,111.0,7.0,102.0,800.0,14.9,1.7,3.0
28.0,34.0,3.0,46.0,200.0,14.5,1.2,1.0
20.0,34.0,3.0,46.0,200.0,14.1,0.8,1.0
17.0,19.0,2.0,36.0,300.0,13.8,0.5,1.0
15.0,18.0,4.0,44.0,300.0,14.3,1.3,1.0
21.0,51.0,3.0,52.0,400.0,15.0,1.8,1.0
23.0,56.0,6.0,56.0,600.0,14.9,0.8,1.0
30.0,65.0,16.0,57.0,1000.0,13.7,1.4,1.0
37.0,70.0,17.0,58.0,1100.0,14.7,1.5,2.0
36.0,63.0,14.0,50.0,800.0,14.3,0.8,2.0
34.0,61.0,12.0,41.0,700.0,16.6,1.5,1.0
39.0,59.0,13.0,38.0,700.0,15.5,1.0,2.0
42.0,61.0,13.0,30.0,700.0,15.5,1.7,2.0
47.0,73.0,13.0,32.0,700.0,15.0,1.5,2.0
47.0,73.0,13.0,32.0,900.0,15.5,1.8,2.0
64.0,94.0,20.0,39.0,1200.0,16.2,0.9,3.0
72.0,108.0,24.0,53.0,1500.0,16.4,0.9,3.0
72.0,108.0,24.0,53.0,1400.0,16.9,1.2,3.0
76.0,134.0,13.0,49.0,1200.0,18.0,0.6,3.0
88.0,127.0,13.0,57.0,1100.0,17.9,1.0,3.0
90.0,144.0,11.0,58.0,1000.0,18.1,1.4,3.0
80.0,111.0,12.0,52.0,1300.0,18.2,0.0,3.0
80.0,105.0,10.0,63.0,1100.0,18.4,0.5,3.0
87.0,128.0,9.0,84.0,1500.0,17.5,1.3,3.0
100.0,144.0,8.0,94.0,1700.0,17.5,1.1,3.0
122.0,209.0,6.0,97.0,1300.0,17.5,1.4,3.0
123.0,181.0,5.0,86.0,1200.0,17.6,1.2,3.0
121.0,157.0,4.0,72.0,1000.0,17.3,0.8,3.0
95.0,109.0,5.0,66.0,1000.0,17.7,1.3,3.0
70.0,109.0,4.0,47.0,800.0,17.5,0.7,3.0
59.0,73.0,4.0,45.0,800.0,17.6,0.0,3.0
64.0,96.0,5.0,44.0,800.0,18.3,1.2,3.0
66.0,115.0,8.0,40.0,900.0,18.0,2.5,3.0
70.0,118.0,9.0,37.0,900.0,18.8,1.5,3.0
78.0,124.0,11.0,38.0,900.0,18.0,1.3,3.0
88.0,106.0,14.0,41.0,1000.0,19.7,0.9,3.0
92.0,121.0,13.0,45.0,1000.0,18.3,0.8,3.0
100.0,117.0,15.0,40.0,1100.0,17.9,2.4,3.0
